timestamp,hour,day_of_week,month,temperature,cloud_cover,solar_generation,residential_demand,commercial_demand,hospital_demand,school_demand,total_demand,battery_level
2026-04-14 00:00:00,0,1,4,14.63,0.455,0.0,7.21,7.33,50.93,3.89,69.36,0.0
2026-04-14 01:00:00,1,1,4,13.48,0.518,0.0,9.55,9.34,53.17,4.32,76.38,0.0
2026-04-14 02:00:00,2,1,4,12.5,0.546,0.0,5.55,11.18,55.34,6.49,78.56,0.0
2026-04-14 03:00:00,3,1,4,11.54,0.503,0.0,9.59,13.84,55.63,4.03,83.09,0.0
2026-04-14 04:00:00,4,1,4,11.95,0.411,0.0,12.14,12.83,51.98,5.77,82.72,0.0
2026-04-14 05:00:00,5,1,4,12.75,0.495,0.0,12.89,14.55,55.35,5.36,88.15,0.0
2026-04-14 06:00:00,6,1,4,13.53,0.468,0.0,15.74,10.21,51.26,5.53,82.74,0.0
2026-04-14 07:00:00,7,1,4,14.74,0.573,46.37,18.9,11.12,51.17,5.47,86.66,0.0
2026-04-14 08:00:00,8,1,4,15.86,0.627,90.94,19.41,10.53,49.36,22.45,101.75,0.0
2026-04-14 09:00:00,9,1,4,17.12,0.672,113.7,13.25,31.58,51.72,36.91,133.46,0.0
2026-04-14 10:00:00,10,1,4,18.62,0.68,136.88,8.71,51.97,50.02,50.18,160.88,0.0
2026-04-14 11:00:00,11,1,4,19.59,0.71,146.16,6.64,67.18,48.51,58.74,181.07,0.0
2026-04-14 12:00:00,12,1,4,20.0,0.681,158.98,5.56,83.77,49.14,59.39,197.86,0.0
2026-04-14 13:00:00,13,1,4,21.36,0.649,163.2,10.68,90.2,47.83,56.52,205.23,0.0
2026-04-14 14:00:00,14,1,4,21.52,0.588,160.89,8.92,95.67,51.62,49.43,205.64,0.0
2026-04-14 15:00:00,15,1,4,21.38,0.547,137.33,6.93,94.87,49.79,36.71,188.3,0.0
2026-04-14 16:00:00,16,1,4,21.64,0.62,90.4,10.41,86.17,49.8,22.75,169.13,0.0
2026-04-14 17:00:00,17,1,4,21.39,0.641,45.7,12.75,81.4,50.79,4.24,149.18,0.0
2026-04-14 18:00:00,18,1,4,20.71,0.706,5.5,17.97,68.9,50.84,5.99,143.7,0.0
2026-04-14 19:00:00,19,1,4,20.19,0.7,0.0,29.39,52.88,52.44,4.11,138.82,0.0
2026-04-14 20:00:00,20,1,4,18.5,0.748,0.0,27.57,35.02,51.02,4.98,118.59,0.0
2026-04-14 21:00:00,21,1,4,17.18,0.65,0.0,27.25,14.42,48.59,4.61,94.87,0.0
2026-04-14 22:00:00,22,1,4,16.13,0.699,0.0,18.05,11.46,51.47,4.88,85.86,0.0
2026-04-14 23:00:00,23,1,4,15.28,0.748,0.0,13.83,11.14,51.71,5.17,81.85,0.0
2026-04-15 00:00:00,0,2,4,14.12,0.728,0.0,8.71,14.09,51.02,5.14,78.96,0.0
2026-04-15 01:00:00,1,2,4,13.08,0.699,0.0,7.12,14.17,51.82,3.87,76.98,0.0
2026-04-15 02:00:00,2,2,4,12.88,0.644,0.0,11.62,12.92,50.4,4.4,79.34,0.0
2026-04-15 03:00:00,3,2,4,13.46,0.717,0.0,8.78,12.34,50.04,3.96,75.12,0.0
2026-04-15 04:00:00,4,2,4,13.42,0.642,0.0,8.8,14.43,53.67,4.71,81.61,0.0
2026-04-15 05:00:00,5,2,4,13.63,0.587,0.0,8.37,11.77,55.77,5.93,81.84,0.0
2026-04-15 06:00:00,6,2,4,14.73,0.558,0.0,12.73,10.97,54.01,4.3,82.01,0.0
2026-04-15 07:00:00,7,2,4,15.49,0.474,53.05,19.67,12.63,51.56,7.01,90.87,0.0
2026-04-15 08:00:00,8,2,4,16.93,0.557,95.41,19.99,9.93,50.39,23.19,103.5,0.0
2026-04-15 09:00:00,9,2,4,18.25,0.556,134.45,14.54,29.48,48.8,35.48,128.3,5.66
2026-04-15 10:00:00,10,2,4,19.46,0.649,148.08,8.21,52.74,52.06,49.34,162.35,0.0
2026-04-15 11:00:00,11,2,4,20.25,0.564,187.83,10.61,67.59,49.58,56.4,184.18,3.36
2026-04-15 12:00:00,12,2,4,20.99,0.591,186.4,6.97,81.8,51.14,59.65,199.56,0.0
2026-04-15 13:00:00,13,2,4,22.59,0.511,206.87,6.55,94.0,50.01,57.57,208.13,0.0
2026-04-15 14:00:00,14,2,4,23.13,0.549,169.8,8.6,95.37,47.21,48.51,199.69,0.0
2026-04-15 15:00:00,15,2,4,23.18,0.53,147.97,7.66,99.44,49.35,37.79,194.24,0.0
2026-04-15 16:00:00,16,2,4,23.44,0.416,113.93,9.82,92.45,49.29,21.62,173.18,0.0
2026-04-15 17:00:00,17,2,4,23.04,0.554,54.71,14.21,82.38,51.57,4.82,152.98,0.0
2026-04-15 18:00:00,18,2,4,21.77,0.519,0.0,17.45,68.5,49.66,5.05,140.66,0.0
2026-04-15 19:00:00,19,2,4,20.38,0.546,0.0,24.26,52.3,49.84,5.56,131.96,0.0
2026-04-15 20:00:00,20,2,4,18.94,0.478,0.0,29.16,30.7,47.92,4.29,112.07,0.0
2026-04-15 21:00:00,21,2,4,17.93,0.481,0.0,23.61,11.69,50.01,6.16,91.47,0.0
2026-04-15 22:00:00,22,2,4,16.64,0.507,0.0,17.55,10.86,51.52,4.48,84.41,0.0
2026-04-15 23:00:00,23,2,4,15.3,0.491,0.0,10.17,11.03,48.01,5.34,74.55,0.0
2026-04-16 00:00:00,0,3,4,14.71,0.482,0.0,7.01,9.17,52.92,5.41,74.51,0.0
2026-04-16 01:00:00,1,3,4,13.99,0.431,0.0,7.61,15.29,51.13,4.59,78.62,0.0
2026-04-16 02:00:00,2,3,4,14.01,0.306,0.0,12.25,9.4,50.16,4.63,76.44,0.0
2026-04-16 03:00:00,3,3,4,14.02,0.406,0.0,9.7,13.64,50.1,5.8,79.24,0.0
2026-04-16 04:00:00,4,3,4,14.24,0.443,0.0,9.18,13.56,54.03,6.31,83.08,0.0
2026-04-16 05:00:00,5,3,4,14.03,0.519,0.0,8.36,11.53,53.11,4.89,77.89,0.0
2026-04-16 06:00:00,6,3,4,14.56,0.47,2.72,12.3,13.93,50.16,5.98,82.37,0.0
2026-04-16 07:00:00,7,3,4,14.78,0.487,52.21,18.63,13.2,53.77,4.08,89.68,0.0
2026-04-16 08:00:00,8,3,4,15.96,0.515,98.24,20.67,11.07,48.78,22.73,103.25,0.0
2026-04-16 09:00:00,9,3,4,16.8,0.52,143.52,15.19,32.66,54.73,36.52,139.1,4.07
2026-04-16 10:00:00,10,3,4,17.41,0.542,171.77,9.06,52.66,49.43,47.03,158.18,16.57
2026-04-16 11:00:00,11,3,4,18.79,0.511,199.4,6.66,67.41,49.26,56.88,180.21,34.22
2026-04-16 12:00:00,12,3,4,19.87,0.637,174.4,5.85,81.39,52.04,61.69,200.97,5.34
2026-04-16 13:00:00,13,3,4,20.93,0.658,160.99,6.16,92.46,49.32,57.47,205.41,0.0
2026-04-16 14:00:00,14,3,4,22.29,0.585,162.22,8.05,95.76,49.92,49.67,203.4,0.0
2026-04-16 15:00:00,15,3,4,22.6,0.598,132.49,7.42,96.69,52.63,38.52,195.26,0.0
2026-04-16 16:00:00,16,3,4,22.32,0.621,86.77,9.73,90.97,48.89,20.73,170.32,0.0
2026-04-16 17:00:00,17,3,4,22.26,0.625,49.94,12.87,80.14,47.52,5.82,146.35,0.0
2026-04-16 18:00:00,18,3,4,21.11,0.616,0.0,20.05,68.86,49.46,3.91,142.28,0.0
2026-04-16 19:00:00,19,3,4,20.26,0.647,0.0,25.27,54.18,50.09,6.05,135.59,0.0
2026-04-16 20:00:00,20,3,4,19.16,0.662,0.0,28.99,32.6,47.25,4.44,113.28,0.0
2026-04-16 21:00:00,21,3,4,17.44,0.744,0.0,25.13,11.83,48.77,3.58,89.31,0.0
2026-04-16 22:00:00,22,3,4,16.13,0.652,0.0,19.25,13.08,51.18,4.26,87.77,0.0
2026-04-16 23:00:00,23,3,4,14.9,0.702,0.0,14.43,12.78,49.96,5.43,82.6,0.0
2026-04-17 00:00:00,0,4,4,14.32,0.705,0.0,9.34,14.04,52.39,4.17,79.94,0.0
2026-04-17 01:00:00,1,4,4,13.38,0.621,0.0,6.74,13.35,54.56,4.99,79.64,0.0
2026-04-17 02:00:00,2,4,4,12.49,0.641,0.0,7.29,13.81,52.58,4.87,78.55,0.0
2026-04-17 03:00:00,3,4,4,12.31,0.704,0.0,10.79,11.9,50.27,4.28,77.24,0.0
2026-04-17 04:00:00,4,4,4,12.67,0.812,0.0,9.93,11.59,53.0,5.05,79.57,0.0
2026-04-17 05:00:00,5,4,4,12.91,0.797,0.0,12.96,10.53,51.82,5.43,80.74,0.0
2026-04-17 06:00:00,6,4,4,13.37,0.845,1.43,16.84,12.73,52.24,4.29,86.1,0.0
2026-04-17 07:00:00,7,4,4,14.47,0.834,31.0,21.23,11.85,51.39,5.34,89.81,0.0
2026-04-17 08:00:00,8,4,4,15.47,0.855,52.66,21.04,13.75,50.27,23.65,108.71,0.0
2026-04-17 09:00:00,9,4,4,17.02,0.844,84.81,14.15,32.31,49.83,35.58,131.87,0.0
2026-04-17 10:00:00,10,4,4,19.28,0.732,126.72,10.42,53.79,52.88,48.89,165.98,0.0
2026-04-17 11:00:00,11,4,4,20.55,0.735,142.51,6.89,66.86,51.41,57.99,183.15,0.0
2026-04-17 12:00:00,12,4,4,20.92,0.748,137.23,7.66,80.34,48.61,60.17,196.78,0.0
2026-04-17 13:00:00,13,4,4,22.17,0.653,160.33,7.55,93.69,50.9,57.44,209.58,0.0
2026-04-17 14:00:00,14,4,4,22.91,0.558,167.7,9.25,97.04,52.44,48.73,207.46,0.0
2026-04-17 15:00:00,15,4,4,23.01,0.555,136.82,9.94,95.03,48.43,37.31,190.71,0.0
2026-04-17 16:00:00,16,4,4,23.22,0.477,109.28,8.82,93.47,52.2,21.83,176.32,0.0
2026-04-17 17:00:00,17,4,4,22.55,0.479,54.07,14.0,78.74,48.96,6.33,148.03,0.0
2026-04-17 18:00:00,18,4,4,22.25,0.513,2.25,18.76,62.85,50.84,6.04,138.49,0.0
2026-04-17 19:00:00,19,4,4,20.34,0.578,0.0,26.63,52.15,50.82,5.0,134.6,0.0
2026-04-17 20:00:00,20,4,4,19.45,0.588,0.0,24.68,33.05,51.45,5.31,114.49,0.0
2026-04-17 21:00:00,21,4,4,18.37,0.523,0.0,23.97,12.52,54.76,4.02,95.27,0.0
2026-04-17 22:00:00,22,4,4,17.44,0.517,0.0,20.76,9.63,49.3,5.39,85.08,0.0
2026-04-17 23:00:00,23,4,4,16.22,0.592,0.0,12.83,11.51,49.86,4.75,78.95,0.0
2026-04-18 00:00:00,0,5,4,15.34,0.646,0.0,9.86,10.43,50.37,2.32,72.98,0.0
2026-04-18 01:00:00,1,5,4,14.42,0.676,0.0,10.95,9.48,54.14,2.2,76.77,0.0
2026-04-18 02:00:00,2,5,4,13.47,0.589,0.0,10.49,10.99,51.6,1.0,74.08,0.0
2026-04-18 03:00:00,3,5,4,13.97,0.575,0.0,10.03,6.54,55.11,1.39,73.07,0.0
2026-04-18 04:00:00,4,5,4,14.5,0.609,0.0,10.28,6.89,50.43,1.99,69.59,0.0
2026-04-18 05:00:00,5,5,4,15.12,0.553,0.0,14.25,6.08,51.13,1.0,72.46,0.0
2026-04-18 06:00:00,6,5,4,15.85,0.556,4.68,16.19,7.86,51.48,1.9,77.43,0.0
2026-04-18 07:00:00,7,5,4,16.56,0.536,47.69,21.76,7.73,53.18,1.0,83.67,0.0
2026-04-18 08:00:00,8,5,4,17.92,0.436,111.88,23.29,9.06,52.84,1.44,86.63,23.23
2026-04-18 09:00:00,9,5,4,19.09,0.373,175.03,14.33,12.44,50.69,1.0,78.46,112.07
2026-04-18 10:00:00,10,5,4,20.66,0.277,237.37,10.84,21.27,50.8,1.5,84.41,222.47
2026-04-18 11:00:00,11,5,4,22.39,0.236,273.57,9.17,27.07,51.66,2.86,90.76,332.87
2026-04-18 12:00:00,12,5,4,23.12,0.26,274.85,7.86,33.35,49.81,1.0,92.02,443.27
2026-04-18 13:00:00,13,5,4,24.16,0.249,275.82,10.38,35.15,53.44,1.12,100.09,500.0
2026-04-18 14:00:00,14,5,4,24.98,0.28,228.14,9.1,40.82,52.04,1.92,103.88,500.0
2026-04-18 15:00:00,15,5,4,24.64,0.297,190.1,7.76,42.69,55.47,2.86,108.78,500.0
2026-04-18 16:00:00,16,5,4,24.45,0.256,136.64,10.58,37.66,51.55,1.81,101.6,500.0
2026-04-18 17:00:00,17,5,4,23.36,0.369,69.46,14.29,33.1,49.37,1.16,97.92,469.07
2026-04-18 18:00:00,18,5,4,22.64,0.507,0.0,24.32,27.83,49.29,2.01,103.45,356.62
2026-04-18 19:00:00,19,5,4,21.33,0.598,0.0,30.24,22.28,50.63,2.09,105.24,242.23
2026-04-18 20:00:00,20,5,4,20.14,0.605,0.0,32.91,14.81,51.19,1.0,99.91,133.63
2026-04-18 21:00:00,21,5,4,18.24,0.553,0.0,30.5,8.59,50.69,2.16,91.94,33.7
2026-04-18 22:00:00,22,5,4,16.75,0.461,0.0,24.04,7.45,49.36,1.97,82.82,0.0
2026-04-18 23:00:00,23,5,4,15.88,0.539,0.0,13.87,6.49,52.36,1.52,74.24,0.0
2026-04-19 00:00:00,0,6,4,15.03,0.618,0.0,9.84,9.32,49.76,1.69,70.61,0.0
2026-04-19 01:00:00,1,6,4,14.05,0.657,0.0,11.69,8.29,50.21,1.68,71.87,0.0
2026-04-19 02:00:00,2,6,4,13.58,0.69,0.0,9.77,7.42,52.47,2.14,71.8,0.0
2026-04-19 03:00:00,3,6,4,13.29,0.683,0.0,9.05,9.09,54.79,2.63,75.56,0.0
2026-04-19 04:00:00,4,6,4,13.93,0.719,0.0,11.4,4.69,52.21,1.0,69.3,0.0
2026-04-19 05:00:00,5,6,4,14.67,0.721,0.0,9.49,8.39,48.99,2.04,68.91,0.0
2026-04-19 06:00:00,6,6,4,15.64,0.643,0.0,12.43,9.59,53.4,1.3,76.72,0.0
2026-04-19 07:00:00,7,6,4,16.25,0.66,41.21,21.29,6.82,51.68,1.98,81.77,0.0
2026-04-19 08:00:00,8,6,4,18.02,0.583,91.64,21.99,8.71,51.59,1.09,83.38,7.6
2026-04-19 09:00:00,9,6,4,19.1,0.496,146.15,11.92,18.27,50.78,1.64,82.61,66.06
2026-04-19 10:00:00,10,6,4,20.04,0.342,212.82,8.4,22.31,49.67,2.05,82.43,176.46
2026-04-19 11:00:00,11,6,4,21.4,0.402,230.75,9.35,26.8,48.04,2.01,86.2,286.86
2026-04-19 12:00:00,12,6,4,22.33,0.413,234.68,8.32,29.82,50.55,1.0,89.69,397.26
2026-04-19 13:00:00,13,6,4,22.99,0.531,193.73,7.99,37.33,49.38,1.43,96.13,487.05
2026-04-19 14:00:00,14,6,4,23.99,0.548,165.51,9.59,40.85,49.66,1.4,101.5,500.0
2026-04-19 15:00:00,15,6,4,23.69,0.497,145.04,11.39,39.03,52.49,1.77,104.68,500.0
2026-04-19 16:00:00,16,6,4,24.21,0.504,103.09,13.53,33.38,52.84,1.68,101.43,500.0
2026-04-19 17:00:00,17,6,4,23.62,0.415,57.04,15.15,32.82,52.46,1.24,101.67,451.49
2026-04-19 18:00:00,18,6,4,22.92,0.423,2.15,20.58,27.16,50.78,1.0,99.52,345.65
2026-04-19 19:00:00,19,6,4,20.95,0.373,0.0,29.04,20.01,47.53,1.29,97.87,239.27
2026-04-19 20:00:00,20,6,4,19.68,0.351,0.0,33.44,16.49,50.28,2.54,102.75,127.59
2026-04-19 21:00:00,21,6,4,18.49,0.377,0.0,28.76,9.49,46.34,2.56,87.15,32.86
2026-04-19 22:00:00,22,6,4,17.69,0.368,0.0,20.39,5.02,50.44,1.0,76.85,0.0
2026-04-19 23:00:00,23,6,4,16.58,0.342,0.0,14.79,3.9,45.74,1.51,65.94,0.0
2026-04-20 00:00:00,0,0,4,15.39,0.402,0.0,7.48,12.07,51.27,5.6,76.42,0.0
2026-04-20 01:00:00,1,0,4,14.67,0.46,0.0,8.25,11.32,53.01,5.18,77.76,0.0
2026-04-20 02:00:00,2,0,4,13.94,0.412,0.0,7.5,13.67,52.3,4.68,78.15,0.0
2026-04-20 03:00:00,3,0,4,13.54,0.407,0.0,5.65,11.28,52.18,6.0,75.11,0.0
2026-04-20 04:00:00,4,0,4,13.82,0.448,0.0,9.76,14.13,54.34,4.93,83.16,0.0
2026-04-20 05:00:00,5,0,4,15.13,0.413,0.0,8.35,14.81,50.4,5.25,78.81,0.0
2026-04-20 06:00:00,6,0,4,15.09,0.49,2.57,10.92,11.11,53.21,4.7,79.94,0.0
2026-04-20 07:00:00,7,0,4,17.07,0.517,48.34,19.14,12.51,53.45,3.99,89.09,0.0
2026-04-20 08:00:00,8,0,4,18.47,0.524,103.85,18.04,13.28,46.24,21.63,99.19,4.29
2026-04-20 09:00:00,9,0,4,19.61,0.607,129.01,15.01,31.31,47.35,37.41,131.08,2.04
2026-04-20 10:00:00,10,0,4,20.11,0.626,151.71,10.36,51.65,48.88,49.94,160.83,0.0
2026-04-20 11:00:00,11,0,4,21.18,0.692,147.94,5.23,67.32,50.96,57.34,180.85,0.0
2026-04-20 12:00:00,12,0,4,22.29,0.64,170.84,10.12,79.47,52.44,60.58,202.61,0.0
2026-04-20 13:00:00,13,0,4,23.48,0.587,173.08,3.67,95.21,49.98,56.29,205.15,0.0
2026-04-20 14:00:00,14,0,4,24.36,0.69,136.07,9.41,101.26,52.01,50.67,213.35,0.0
2026-04-20 15:00:00,15,0,4,24.93,0.689,109.55,7.56,107.84,50.9,39.17,205.47,0.0
2026-04-20 16:00:00,16,0,4,25.15,0.619,87.39,9.12,102.53,56.15,24.06,191.86,0.0
2026-04-20 17:00:00,17,0,4,24.34,0.589,48.9,14.15,85.74,50.29,4.14,154.32,0.0
2026-04-20 18:00:00,18,0,4,22.92,0.672,0.0,17.36,70.29,52.56,5.07,145.28,0.0
2026-04-20 19:00:00,19,0,4,21.28,0.676,0.0,27.04,49.2,48.95,4.32,129.51,0.0
2026-04-20 20:00:00,20,0,4,20.33,0.73,0.0,28.31,33.42,49.24,4.95,115.92,0.0
2026-04-20 21:00:00,21,0,4,18.9,0.601,0.0,22.37,7.58,49.52,4.58,84.05,0.0
2026-04-20 22:00:00,22,0,4,17.95,0.546,0.0,18.04,12.21,47.63,4.55,82.43,0.0
2026-04-20 23:00:00,23,0,4,16.5,0.526,0.0,12.44,13.82,54.29,5.14,85.69,0.0
2026-04-21 00:00:00,0,1,4,15.19,0.561,0.0,4.46,10.93,56.64,3.8,75.83,0.0
2026-04-21 01:00:00,1,1,4,14.34,0.685,0.0,8.54,13.7,52.79,3.55,78.58,0.0
2026-04-21 02:00:00,2,1,4,13.42,0.664,0.0,6.36,11.29,55.86,4.93,78.44,0.0
2026-04-21 03:00:00,3,1,4,12.31,0.631,0.0,6.86,13.21,52.73,5.37,78.17,0.0
2026-04-21 04:00:00,4,1,4,12.71,0.655,0.0,9.61,13.25,53.16,5.03,81.05,0.0
2026-04-21 05:00:00,5,1,4,12.96,0.689,0.0,7.95,12.94,51.08,5.95,77.92,0.0
2026-04-21 06:00:00,6,1,4,14.42,0.653,4.21,13.36,8.86,52.01,5.39,79.62,0.0
2026-04-21 07:00:00,7,1,4,15.58,0.717,37.04,18.35,10.85,53.39,4.92,87.51,0.0
2026-04-21 08:00:00,8,1,4,16.77,0.741,68.7,19.44,10.84,48.64,21.0,99.92,0.0
2026-04-21 09:00:00,9,1,4,17.79,0.67,115.06,12.56,31.64,49.29,36.95,130.44,0.0
2026-04-21 10:00:00,10,1,4,19.15,0.579,162.17,10.54,52.39,45.87,50.45,159.25,2.69
2026-04-21 11:00:00,11,1,4,20.52,0.638,164.48,9.27,73.48,50.75,56.93,190.43,0.0
2026-04-21 12:00:00,12,1,4,21.6,0.623,174.03,7.47,80.79,48.25,59.02,195.53,0.0
2026-04-21 13:00:00,13,1,4,23.12,0.664,162.9,8.86,92.87,53.81,57.02,212.56,0.0
2026-04-21 14:00:00,14,1,4,24.35,0.776,111.48,5.16,100.1,51.15,48.83,205.24,0.0
2026-04-21 15:00:00,15,1,4,23.88,0.759,97.3,9.98,103.2,51.89,37.23,202.3,0.0
2026-04-21 16:00:00,16,1,4,23.69,0.7,76.87,12.39,93.17,52.69,21.69,179.94,0.0
2026-04-21 17:00:00,17,1,4,23.1,0.758,33.9,12.95,84.62,50.28,4.71,152.56,0.0
2026-04-21 18:00:00,18,1,4,22.25,0.705,2.43,18.21,69.01,46.57,5.6,139.39,0.0
2026-04-21 19:00:00,19,1,4,21.2,0.654,0.0,24.79,51.02,52.96,5.16,133.93,0.0
2026-04-21 20:00:00,20,1,4,19.7,0.632,0.0,27.27,29.24,50.05,5.73,112.29,0.0
2026-04-21 21:00:00,21,1,4,19.03,0.698,0.0,26.79,7.79,47.57,3.72,85.87,0.0
2026-04-21 22:00:00,22,1,4,18.47,0.65,0.0,19.75,12.48,51.2,4.58,88.01,0.0
2026-04-21 23:00:00,23,1,4,16.66,0.728,0.0,13.82,14.14,50.24,5.17,83.37,0.0
2026-04-22 00:00:00,0,2,4,16.02,0.697,0.0,7.92,13.91,51.7,5.44,78.97,0.0
2026-04-22 01:00:00,1,2,4,15.13,0.743,0.0,8.75,7.05,49.57,4.96,70.33,0.0
2026-04-22 02:00:00,2,2,4,15.1,0.727,0.0,8.05,15.53,51.78,5.64,81.0,0.0
2026-04-22 03:00:00,3,2,4,14.57,0.671,0.0,11.15,12.13,52.1,4.67,80.05,0.0
2026-04-22 04:00:00,4,2,4,15.03,0.695,0.0,10.04,12.3,55.76,5.34,83.44,0.0
2026-04-22 05:00:00,5,2,4,15.63,0.726,0.0,8.55,9.44,53.7,4.05,75.74,0.0
2026-04-22 06:00:00,6,2,4,16.36,0.723,0.0,14.31,10.46,52.83,4.86,82.46,0.0
2026-04-22 07:00:00,7,2,4,17.16,0.697,33.42,17.72,10.3,50.85,5.26,84.13,0.0
2026-04-22 08:00:00,8,2,4,18.05,0.574,94.66,17.67,13.22,51.16,23.0,105.05,0.0
2026-04-22 09:00:00,9,2,4,18.88,0.546,143.4,15.19,33.97,52.21,36.5,137.87,5.09
2026-04-22 10:00:00,10,2,4,19.48,0.516,178.22,7.61,52.61,52.51,49.78,162.51,19.54
2026-04-22 11:00:00,11,2,4,20.85,0.524,198.22,5.66,71.85,47.74,56.91,182.16,34.32
2026-04-22 12:00:00,12,2,4,21.09,0.496,209.34,6.1,84.23,49.52,56.9,196.75,45.9
2026-04-22 13:00:00,13,2,4,22.45,0.492,199.32,7.15,95.1,50.72,56.74,209.71,34.61
2026-04-22 14:00:00,14,2,4,22.69,0.422,198.41,7.77,96.37,48.08,49.07,201.29,31.48
2026-04-22 15:00:00,15,2,4,23.15,0.435,160.67,8.63,96.98,50.77,36.76,193.14,0.0
2026-04-22 16:00:00,16,2,4,23.09,0.379,123.46,11.49,96.42,51.65,22.45,182.01,0.0
2026-04-22 17:00:00,17,2,4,22.49,0.413,62.04,11.46,81.81,51.82,3.7,148.79,0.0
2026-04-22 18:00:00,18,2,4,20.8,0.491,1.0,19.87,69.22,48.74,5.71,143.54,0.0
2026-04-22 19:00:00,19,2,4,19.49,0.452,0.0,26.11,50.55,49.55,4.94,131.15,0.0
2026-04-22 20:00:00,20,2,4,19.18,0.343,0.0,27.22,29.93,51.5,5.17,113.82,0.0
2026-04-22 21:00:00,21,2,4,18.04,0.324,0.0,23.4,13.69,49.21,6.64,92.94,0.0
2026-04-22 22:00:00,22,2,4,16.54,0.346,0.0,18.17,12.74,52.46,5.74,89.11,0.0
2026-04-22 23:00:00,23,2,4,15.49,0.266,0.0,12.12,13.06,50.7,5.12,81.0,0.0
2026-04-23 00:00:00,0,3,4,14.83,0.225,0.0,8.38,9.39,52.81,4.92,75.5,0.0
2026-04-23 01:00:00,1,3,4,14.11,0.212,0.0,9.49,12.48,48.43,5.88,76.28,0.0
2026-04-23 02:00:00,2,3,4,13.35,0.219,0.0,8.32,10.81,49.15,6.14,74.42,0.0
2026-04-23 03:00:00,3,3,4,13.37,0.241,0.0,10.96,15.11,53.19,6.06,85.32,0.0
2026-04-23 04:00:00,4,3,4,13.59,0.222,0.0,9.04,16.68,53.22,4.84,83.78,0.0
2026-04-23 05:00:00,5,3,4,14.81,0.171,0.0,13.07,11.23,53.6,4.42,82.32,0.0
2026-04-23 06:00:00,6,3,4,16.11,0.264,1.77,13.13,15.92,49.86,2.98,81.89,0.0
2026-04-23 07:00:00,7,3,4,16.92,0.377,60.04,20.44,12.63,50.35,4.65,88.07,0.0
2026-04-23 08:00:00,8,3,4,18.55,0.317,126.31,19.62,10.16,49.25,22.05,101.08,23.21
2026-04-23 09:00:00,9,3,4,19.83,0.281,195.3,14.11,32.74,50.2,37.4,134.45,79.19
2026-04-23 10:00:00,10,3,4,20.94,0.309,230.53,9.61,56.16,52.43,48.3,166.5,138.1
2026-04-23 11:00:00,11,3,4,22.31,0.281,262.6,6.55,66.49,50.06,58.18,181.28,212.91
2026-04-23 12:00:00,12,3,4,23.48,0.258,277.01,7.41,82.96,53.82,58.68,202.87,281.12
2026-04-23 13:00:00,13,3,4,24.11,0.321,249.36,7.11,93.24,53.25,57.03,210.63,316.75
2026-04-23 14:00:00,14,3,4,24.24,0.432,195.59,8.31,102.57,50.93,47.82,209.63,301.49
2026-04-23 15:00:00,15,3,4,24.62,0.456,152.41,7.37,104.23,51.47,39.14,202.21,247.36
2026-04-23 16:00:00,16,3,4,24.29,0.384,123.01,10.6,99.04,51.24,24.38,185.26,179.7
2026-04-23 17:00:00,17,3,4,24.03,0.412,63.51,14.59,85.26,53.43,4.44,157.72,77.3
2026-04-23 18:00:00,18,3,4,23.18,0.386,0.0,18.7,69.01,50.41,5.78,143.9,0.0
2026-04-23 19:00:00,19,3,4,21.61,0.409,0.0,23.98,50.64,47.67,5.03,127.32,0.0
2026-04-23 20:00:00,20,3,4,20.99,0.439,0.0,29.52,34.11,47.79,4.73,116.15,0.0
2026-04-23 21:00:00,21,3,4,19.87,0.414,0.0,23.74,12.84,48.06,5.89,90.53,0.0
2026-04-23 22:00:00,22,3,4,18.56,0.385,0.0,19.36,11.33,53.16,4.69,88.54,0.0
2026-04-23 23:00:00,23,3,4,16.8,0.425,0.0,12.68,10.67,52.36,5.62,81.33,0.0
2026-04-24 00:00:00,0,4,4,16.01,0.449,0.0,7.34,12.53,51.04,5.28,76.19,0.0
2026-04-24 01:00:00,1,4,4,15.47,0.478,0.0,8.8,9.07,48.39,5.16,71.42,0.0
2026-04-24 02:00:00,2,4,4,14.66,0.438,0.0,8.37,10.97,53.85,5.23,78.42,0.0
2026-04-24 03:00:00,3,4,4,14.28,0.305,0.0,9.2,16.23,53.8,5.13,84.36,0.0
2026-04-24 04:00:00,4,4,4,14.2,0.312,0.0,6.93,10.42,49.9,5.29,72.54,0.0
2026-04-24 05:00:00,5,4,4,14.17,0.239,0.0,11.97,11.03,50.46,5.49,78.95,0.0
2026-04-24 06:00:00,6,4,4,14.19,0.25,0.47,13.39,13.75,52.77,4.64,84.55,0.0
2026-04-24 07:00:00,7,4,4,15.39,0.352,64.4,18.33,11.49,54.14,5.31,89.27,0.0
2026-04-24 08:00:00,8,4,4,16.81,0.35,125.38,18.28,10.1,52.82,20.49,101.69,21.79
2026-04-24 09:00:00,9,4,4,18.19,0.244,200.96,11.55,29.11,47.59,35.44,123.69,92.88
2026-04-24 10:00:00,10,4,4,19.26,0.285,233.19,6.86,50.74,49.1,49.19,155.89,164.0
2026-04-24 11:00:00,11,4,4,20.72,0.37,239.43,9.38,62.7,48.9,58.52,179.5,219.14
2026-04-24 12:00:00,12,4,4,21.24,0.393,236.38,7.71,80.94,49.88,60.38,198.91,253.61
